community,collapse,stress_param,max_eigval,motif
49,1.0,4.56,-0.25,6
50,0.0,0.0,-0.08292,6
51,0.0,0.0,-0.15541,6
52,0.0,0.0,-0.19883,6
53,0.0,NaN,NaN,6
54,0.0,0.0,-0.2409,6
55,0.0,0.0,-0.10224,6
56,0.0,0.0,-0.15979,6
57,0.0,0.0,-0.19523,6
58,0.0,0.0,-0.18926,6
59,0.0,NaN,NaN,6
60,0.0,0.0,-0.21341,6
61,0.0,NaN,NaN,6
62,0.0,0.0,-0.21468,6
63,1.0,0.56,-0.2481,6
64,0.0,0.0,-0.2052,6
65,0.0,NaN,NaN,6
66,0.0,0.0,-0.24153,6
67,1.0,0.08,-0.24593,6
68,0.0,0.0,-0.24456,6
69,0.0,NaN,NaN,6
70,0.0,0.0,-0.21514,6
71,0.0,0.0,-0.23679,6
72,0.0,0.0,-0.19989,6
73,0.0,0.0,-0.09662,6
74,0.0,0.0,-0.21037,6
75,0.0,0.0,-0.17043,6
76,0.0,0.0,-0.19962,6
77,1.0,0.11,-0.23388,6
78,0.0,NaN,NaN,6
79,1.0,0.24,-0.24339,6
80,1.0,2.77,-0.24498,6
81,0.0,0.0,-0.09611,6
82,0.0,0.0,-0.22809,6
83,0.0,0.0,-0.06612,6
84,0.0,NaN,NaN,6
85,0.0,NaN,NaN,6
86,0.0,NaN,NaN,6
87,0.0,NaN,NaN,6
88,1.0,0.73,-0.24757,6
89,0.0,NaN,NaN,6
90,0.0,NaN,NaN,6
91,0.0,NaN,NaN,6
92,1.0,0.96,-0.24926,6
93,0.0,NaN,NaN,6
94,0.0,NaN,NaN,6
95,1.0,0.94,-0.24935,6
96,1.0,0.33,-0.24646,6
97,0.0,NaN,NaN,6
98,0.0,NaN,NaN,6
99,0.0,0.0,-0.23764,6
100,0.0,0.0,-0.19737,6
1,0.0,0.0,-0.09819,9
2,0.0,0.0,-0.19204,9
3,0.0,0.0,-0.16842,9
4,0.0,0.0,-0.2149,9
5,1.0,0.01,-0.24652,9
6,0.0,0.0,-0.23174,9
7,0.0,0.0,-0.2267,9
8,0.0,0.0,-0.11074,9
9,1.0,0.04,-0.24995,9
10,1.0,1.85,-0.24947,9
11,0.0,0.0,-0.22959,9
12,0.0,0.0,-0.24214,9
13,0.0,0.0,-0.19125,9
14,0.0,0.0,-0.22261,9
15,1.0,0.42,-0.24669,9
16,1.0,0.34,-0.24938,9
17,0.0,0.0,-0.16512,9
18,0.0,0.0,-0.19838,9
19,0.0,0.0,-0.21821,9
20,0.0,0.0,-0.20249,9
21,1.0,0.18,-0.24609,9
22,0.0,0.0,-0.11909,9
23,0.0,0.0,-0.24157,9
24,0.0,0.0,-0.16718,9
25,1.0,0.6,-0.24785,9
26,0.0,0.0,-0.21887,9
27,0.0,0.0,-0.15074,9
28,0.0,0.0,-0.19811,9
29,0.0,0.0,-0.1014,9
30,0.0,0.0,-0.12235,9
31,0.0,0.0,-0.16646,9
32,0.0,0.0,-0.16331,9
33,1.0,0.7,-0.24835,9
34,0.0,0.0,-0.1413,9
35,0.0,0.0,-0.20913,9
36,1.0,0.44,-0.24892,9
37,1.0,2.26,-0.24999,9
38,0.0,0.0,-0.22198,9
39,0.0,0.0,-0.10141,9
40,0.0,0.0,-0.24569,9
41,0.0,0.0,-0.12065,9
42,0.0,0.0,-0.23719,9
43,0.0,0.0,-0.1863,9
44,0.0,0.0,-0.14847,9
45,0.0,0.0,-0.23087,9
46,0.0,0.0,-0.1196,9
47,1.0,0.04,-0.24443,9
48,0.0,0.0,-0.24117,9
49,1.0,0.07,-0.24737,9
50,0.0,0.0,-0.09646,9
51,1.0,0.5,-0.24986,9
52,1.0,0.88,-0.24921,9
53,0.0,0.0,-0.17201,9
54,0.0,0.0,-0.21929,9
55,0.0,0.0,-0.20209,9
56,0.0,0.0,-0.11997,9
57,0.0,0.0,-0.20495,9
58,1.0,0.17,-0.24995,9
59,0.0,0.0,-0.22349,9
60,0.0,0.0,-0.19434,9
61,0.0,0.0,-0.20905,9
62,1.0,0.5,-0.24523,9
63,1.0,0.19,-0.2468,9
64,1.0,0.25,-0.24765,9
65,1.0,0.73,-0.24794,9
66,1.0,0.58,-0.24861,9
67,0.0,0.0,-0.13811,9
68,0.0,0.0,-0.14943,9
69,1.0,0.22,-0.24989,9
70,1.0,0.92,-0.24946,9
71,0.0,0.0,-0.19268,9
72,0.0,0.0,-0.1006,9
73,0.0,0.0,-0.20171,9
74,0.0,0.0,-0.22084,9
75,1.0,0.75,-0.24956,9
76,0.0,0.0,-0.1035,9
77,1.0,0.83,-0.24896,9
78,1.0,0.1,-0.24638,9
79,0.0,0.0,-0.1915,9
80,0.0,0.0,-0.17886,9
81,0.0,0.0,-0.19684,9
82,0.0,0.0,-0.18653,9
83,1.0,0.26,-0.2439,9
84,0.0,0.0,-0.2223,9
85,0.0,0.0,-0.22865,9
86,1.0,1.53,-0.24999,9
87,0.0,0.0,-0.24723,9
88,0.0,0.0,-0.20265,9
89,0.0,0.0,-0.15925,9
90,1.0,0.09,-0.2484,9
91,1.0,0.23,-0.24895,9
92,0.0,0.0,-0.19133,9
93,0.0,0.0,-0.15655,9
94,0.0,0.0,-0.2264,9
95,0.0,0.0,-0.14983,9
96,1.0,0.31,-0.24452,9
97,0.0,0.0,-0.21928,9
98,0.0,0.0,-0.19787,9
99,0.0,0.0,-0.21799,9
100,0.0,0.0,-0.23771,9
1,0.0,0.0,-0.2276,10
2,1.0,0.03,-0.25,10
3,0.0,NaN,NaN,10
4,0.0,0.0,-0.2088,10
5,0.0,0.0,-0.22309,10
6,0.0,0.0,-0.22884,10
7,1.0,1.31,-0.25,10
8,0.0,0.0,-0.20896,10
9,0.0,0.0,-0.20213,10
10,0.0,0.0,-0.23768,10
11,0.0,0.0,-0.24232,10
12,0.0,0.0,-0.21553,10
13,0.0,0.0,-0.2472,10
14,0.0,0.0,-0.24142,10
15,0.0,0.0,-0.22322,10
16,0.0,0.0,-0.19207,10
17,0.0,0.0,-0.24834,10
18,0.0,0.0,-0.24118,10
19,1.0,4.06,-0.24934,10
20,1.0,0.54,-0.24987,10
21,0.0,0.0,-0.16732,10
22,0.0,0.0,-0.20678,10
23,1.0,3.71,-0.24867,10
24,0.0,0.0,-0.2013,10
25,1.0,0.89,-0.24967,10
26,1.0,4.46,-0.24997,10
27,1.0,2.17,-0.24953,10
28,0.0,0.0,-0.20072,10
29,0.0,0.0,-0.20229,10
30,0.0,NaN,NaN,10
31,0.0,0.0,-0.21543,10
32,0.0,0.0,-0.22886,10
33,0.0,0.0,-0.21762,10
34,0.0,0.0,-0.18182,10
35,0.0,0.0,-0.19019,10
36,0.0,0.0,-0.23124,10
37,0.0,0.0,-0.18935,10
38,0.0,0.0,-0.19979,10
39,0.0,0.0,-0.24324,10
40,0.0,0.0,-0.19906,10
41,0.0,0.0,-0.19259,10
42,1.0,2.0,-0.24897,10
43,0.0,0.0,-0.23164,10
44,0.0,0.0,-0.23116,10
45,0.0,0.0,-0.24944,10
46,0.0,0.0,-0.22346,10
47,0.0,0.0,-0.19539,10
48,0.0,0.0,-0.19418,10
49,0.0,0.0,-0.22307,10
50,0.0,0.0,-0.23578,10
51,0.0,0.0,-0.2314,10
52,1.0,1.97,-0.24997,10
53,0.0,0.0,-0.21127,10
54,0.0,0.0,-0.24147,10
55,0.0,NaN,NaN,10
56,0.0,0.0,-0.22254,10
57,0.0,0.0,-0.20238,10
58,0.0,0.0,-0.22546,10
59,1.0,1.23,-0.24998,10
60,0.0,0.0,-0.22166,10
61,0.0,0.0,-0.24312,10
62,0.0,0.0,-0.21305,10
63,1.0,0.94,-0.24983,10
64,1.0,1.5,-0.24995,10
65,1.0,1.21,-0.24945,10
66,0.0,0.0,-0.23473,10
67,1.0,0.82,-0.24985,10
68,0.0,0.0,-0.19349,10
69,0.0,0.0,-0.23608,10
70,0.0,0.0,-0.1966,10
71,0.0,0.0,-0.18338,10
72,0.0,0.0,-0.20512,10
73,1.0,2.64,-0.24997,10
74,1.0,0.71,-0.2499,10
75,0.0,0.0,-0.20892,10
76,0.0,0.0,-0.16316,10
77,0.0,0.0,-0.18428,10
78,0.0,0.0,-0.17933,10
79,0.0,0.0,-0.19923,10
80,0.0,0.0,-0.19614,10
81,0.0,0.0,-0.20832,10
82,0.0,0.0,-0.20125,10
83,0.0,0.0,-0.19008,10
84,1.0,1.88,-0.24997,10
85,0.0,0.0,-0.16349,10
86,1.0,0.4,-0.24994,10
87,0.0,0.0,-0.21251,10
88,1.0,0.77,-0.2498,10
89,1.0,3.69,-0.24991,10
90,0.0,0.0,-0.19198,10
91,0.0,0.0,-0.17985,10
92,1.0,1.48,-0.24998,10
93,0.0,0.0,-0.22151,10
94,0.0,0.0,-0.16865,10
95,1.0,1.43,-0.24964,10
96,0.0,0.0,-0.19097,10
97,0.0,0.0,-0.20375,10
98,0.0,0.0,-0.19598,10
99,0.0,0.0,-0.19758,10
100,1.0,1.65,-0.24978,10
