community,collapse,stress_param,max_eigval,motif
69,1.0,0.3,-0.00099,9
70,1.0,0.74,-0.00089,9
71,1.0,0.21,-0.00087,9
72,1.0,0.45,-0.00072,9
73,1.0,0.74,-0.00095,9
74,1.0,0.27,-0.00098,9
75,1.0,0.37,-0.00098,9
76,1.0,0.7,-0.00071,9
77,1.0,0.17,-0.00092,9
78,1.0,0.59,-0.00039,9
79,1.0,0.59,-0.00019,9
80,1.0,0.46,-0.00099,9
81,1.0,0.4,-0.00097,9
82,1.0,0.73,-0.00095,9
83,1.0,0.27,-0.00098,9
84,1.0,0.13,-0.00098,9
85,1.0,0.41,-0.00056,9
86,1.0,0.49,-0.00076,9
87,1.0,0.35,-0.00071,9
88,1.0,0.2,-0.00099,9
89,1.0,0.12,-0.0008,9
90,1.0,0.43,-0.00075,9
91,1.0,0.38,-0.00054,9
92,1.0,0.71,-0.00061,9
93,1.0,0.43,-0.00068,9
94,1.0,0.43,-0.00085,9
95,1.0,0.38,-0.00069,9
96,1.0,0.19,-0.00094,9
97,1.0,0.54,-0.00082,9
98,1.0,0.16,-0.00097,9
99,1.0,0.34,-0.0005,9
100,1.0,0.18,-0.00095,9
1,1.0,0.18,-0.00088,10
2,1.0,0.71,-0.00078,10
3,1.0,0.61,-0.00083,10
4,1.0,0.18,-0.00094,10
5,1.0,0.43,-0.00067,10
6,1.0,0.71,-0.00056,10
7,1.0,0.39,-0.00075,10
8,1.0,0.61,-0.00052,10
9,1.0,0.48,-0.00078,10
10,1.0,0.71,-0.00066,10
11,1.0,0.62,-0.00087,10
12,1.0,0.42,-0.00078,10
13,1.0,0.67,-0.00086,10
14,1.0,0.44,-0.00091,10
15,1.0,0.31,-0.00078,10
16,1.0,0.51,-0.00028,10
17,1.0,0.18,-0.00094,10
18,1.0,0.37,-0.00055,10
19,1.0,0.34,-0.00099,10
20,1.0,0.37,-0.00068,10
21,1.0,0.94,-0.00059,10
22,1.0,0.88,-0.00086,10
23,1.0,0.53,-0.00084,10
24,1.0,0.37,-0.0008,10
25,1.0,0.51,-0.00092,10
26,1.0,0.36,-0.001,10
27,1.0,0.18,-0.00087,10
28,1.0,0.41,-0.00094,10
29,1.0,0.59,-0.00041,10
30,1.0,0.18,-0.00089,10
31,1.0,0.62,-0.00076,10
32,1.0,0.18,-0.00088,10
33,1.0,0.21,-0.00096,10
34,1.0,0.68,-0.001,10
35,1.0,0.38,-0.00098,10
36,1.0,0.34,-0.0009,10
37,1.0,0.25,-0.00098,10
38,1.0,0.15,-0.00082,10
39,1.0,0.33,-0.00083,10
40,1.0,0.69,-0.00092,10
41,1.0,0.18,-0.00095,10
42,1.0,0.42,-0.00088,10
43,1.0,0.43,-0.00096,10
44,1.0,0.65,-0.00057,10
45,1.0,0.79,-0.00053,10
46,1.0,0.58,-0.00052,10
47,1.0,0.82,-0.0009,10
48,1.0,0.55,-0.00094,10
49,1.0,0.4,-0.00089,10
50,1.0,0.17,-0.00096,10
51,1.0,0.47,-0.00099,10
52,1.0,0.52,-0.00031,10
53,1.0,0.38,-0.00067,10
54,1.0,0.17,-0.00094,10
55,1.0,0.33,-0.00091,10
56,1.0,0.18,-0.00087,10
57,1.0,0.82,-0.00099,10
58,1.0,0.32,-0.00071,10
59,1.0,0.63,-0.00029,10
60,1.0,0.93,-0.00096,10
61,1.0,0.18,-0.00099,10
62,1.0,0.47,-0.00091,10
63,1.0,0.41,-0.00072,10
64,1.0,0.16,-0.00085,10
65,1.0,0.32,-0.00099,10
66,1.0,0.35,-0.00096,10
67,1.0,0.17,-0.00089,10
68,1.0,0.17,-0.00093,10
69,1.0,0.56,-0.00094,10
70,1.0,0.18,-0.0009,10
71,1.0,0.17,-0.00096,10
72,1.0,0.17,-0.00097,10
73,1.0,0.35,-0.00099,10
74,1.0,0.49,-0.00085,10
75,1.0,0.24,-0.00096,10
76,1.0,0.37,-0.00025,10
77,1.0,0.72,-0.00079,10
78,1.0,0.51,-0.00057,10
79,1.0,0.4,-0.00099,10
80,1.0,0.18,-0.00086,10
81,1.0,0.39,-0.0004,10
82,1.0,0.33,-0.00092,10
83,1.0,0.17,-0.00082,10
84,1.0,0.31,-0.00097,10
85,1.0,0.26,-0.00098,10
86,1.0,0.36,-0.00066,10
87,1.0,0.53,-0.00071,10
88,1.0,0.17,-0.001,10
89,1.0,0.48,-0.00054,10
90,1.0,0.68,-0.00082,10
91,1.0,0.44,-0.00096,10
92,1.0,0.38,-0.00079,10
93,1.0,0.62,-0.00084,10
94,1.0,0.41,-0.00085,10
95,1.0,0.18,-0.00085,10
96,1.0,0.4,-0.0009,10
97,1.0,0.41,-0.00027,10
98,1.0,0.7,-0.00098,10
99,1.0,0.48,-0.0007,10
100,1.0,0.18,-0.00089,10
