community,collapse,stress_param,max_eigval,motif
57,0.0,0.0,-0.18504,6
58,0.0,0.0,-0.17574,6
59,0.0,0.0,-0.16125,6
60,0.0,0.0,-0.09783,6
61,0.0,0.0,-0.16735,6
62,0.0,0.0,-0.20886,6
63,0.0,0.0,-0.20579,6
64,0.0,0.0,-0.18681,6
65,0.0,0.0,-0.23113,6
66,0.0,0.0,-0.08439,6
67,0.0,0.0,-0.24366,6
68,0.0,0.0,-0.17664,6
69,0.0,0.0,-0.18762,6
70,0.0,0.0,-0.15092,6
71,0.0,0.0,-0.1651,6
72,0.0,0.0,-0.20524,6
73,0.0,0.0,-0.15776,6
74,0.0,0.0,-0.13877,6
75,0.0,0.0,-0.21515,6
76,0.0,0.0,-0.1444,6
77,0.0,0.0,-0.19122,6
78,0.0,0.0,-0.14753,6
79,0.0,0.0,-0.13515,6
80,0.0,0.0,-0.18741,6
81,0.0,0.0,-0.1996,6
82,0.0,0.0,-0.11656,6
83,0.0,0.0,-0.17092,6
84,0.0,0.0,-0.08378,6
85,0.0,0.0,-0.20878,6
86,0.0,0.0,-0.15096,6
87,0.0,0.0,-0.24587,6
88,0.0,0.0,-0.16819,6
89,1.0,1.27,-0.24998,6
90,0.0,0.0,-0.14543,6
91,0.0,0.0,-0.21653,6
92,0.0,0.0,-0.1895,6
93,0.0,0.0,-0.14068,6
94,0.0,0.0,-0.10522,6
95,0.0,0.0,-0.16014,6
96,0.0,0.0,-0.17686,6
97,0.0,0.0,-0.22196,6
98,0.0,0.0,-0.23103,6
99,0.0,0.0,-0.20513,6
100,0.0,0.0,-0.17548,6
1,0.0,0.0,-0.23291,9
2,0.0,0.0,-0.10765,9
3,0.0,0.0,-0.1432,9
4,0.0,0.0,-0.11872,9
5,0.0,0.0,-0.09975,9
6,0.0,0.0,-0.12154,9
7,0.0,0.0,-0.21329,9
8,1.0,0.24,-0.24938,9
9,0.0,0.0,-0.13187,9
10,0.0,0.0,-0.17516,9
11,0.0,0.0,-0.16902,9
12,0.0,0.0,-0.18599,9
13,0.0,0.0,-0.21681,9
14,0.0,0.0,-0.15774,9
15,0.0,0.0,-0.18788,9
16,0.0,0.0,-0.19784,9
17,0.0,0.0,-0.20526,9
18,0.0,0.0,-0.09109,9
19,0.0,0.0,-0.16666,9
20,0.0,0.0,-0.21395,9
21,0.0,0.0,-0.19336,9
22,0.0,0.0,-0.20382,9
23,0.0,0.0,-0.19039,9
24,0.0,0.0,-0.24185,9
25,0.0,0.0,-0.11659,9
26,0.0,0.0,-0.19028,9
27,0.0,0.0,-0.18768,9
28,0.0,0.0,-0.1829,9
29,0.0,0.0,-0.2165,9
30,0.0,0.0,-0.23099,9
31,0.0,0.0,-0.18525,9
32,0.0,0.0,-0.10835,9
33,0.0,0.0,-0.11213,9
34,0.0,0.0,-0.18938,9
35,0.0,0.0,-0.14835,9
36,0.0,0.0,-0.19259,9
37,0.0,0.0,-0.19899,9
38,0.0,0.0,-0.22575,9
39,0.0,0.0,-0.20254,9
40,0.0,0.0,-0.16548,9
41,0.0,0.0,-0.08686,9
42,1.0,0.85,-0.24839,9
43,0.0,0.0,-0.14472,9
44,0.0,0.0,-0.09262,9
45,0.0,0.0,-0.09377,9
46,0.0,0.0,-0.18077,9
47,0.0,0.0,-0.18023,9
48,0.0,0.0,-0.19837,9
49,0.0,0.0,-0.21682,9
50,0.0,0.0,-0.21892,9
51,0.0,0.0,-0.20091,9
52,0.0,0.0,-0.16611,9
53,0.0,0.0,-0.2131,9
54,0.0,0.0,-0.16552,9
55,0.0,0.0,-0.1994,9
56,1.0,0.82,-0.24994,9
57,0.0,0.0,-0.21368,9
58,0.0,0.0,-0.1785,9
59,0.0,0.0,-0.08384,9
60,0.0,0.0,-0.1891,9
61,0.0,0.0,-0.13523,9
62,0.0,0.0,-0.18303,9
63,0.0,0.0,-0.16386,9
64,0.0,0.0,-0.19716,9
65,0.0,0.0,-0.18192,9
66,0.0,0.0,-0.16483,9
67,0.0,0.0,-0.20914,9
68,0.0,0.0,-0.09974,9
69,0.0,0.0,-0.19217,9
70,0.0,0.0,-0.16789,9
71,0.0,0.0,-0.09803,9
72,0.0,0.0,-0.17357,9
73,0.0,0.0,-0.17035,9
74,0.0,0.0,-0.1951,9
75,0.0,0.0,-0.19199,9
